,ec_num,ph_min,ph_max,comments,organism,uniprot_id,ref,substrates,products,notes,reaction_type,substrates_rev,condition,to_fix,notes.1,subst_str,rxn_type_guess,all_substrates,name
872,1.7.7.2,5,11,"pH 5.0: about 50% of maximal activity, pH 11.0: about 80% of maximal activity",Haloferax alexandrinus,M0HXK1,740422,"{'nitrate + reduced methyl viologen', 'nitrate + 2 reduced ferredoxin + 2 H+'}","{'nitrite + H2O + 2 oxidized ferredoxin', 'nitrite + H2O + oxidized methyl viologen'}",,,,,,,"{'nitrate + reduced methyl viologen', 'nitrate + 2 reduced ferredoxin + 2 H+'}",not_found,"{'reduced methyl viologen', 'reduced ferredoxin', 'H+', 'nitrate'}",ferredoxin-nitrate reductase
873,1.8.1.4,6,7,high activity in a pH range of 6.0 to 7.0,Microbacterium luteolum,B6F1A8,712521,"{'1-methoxyphenazinium methosulfate + NADH', 'iodonitrotetrazolium chloride + NADH', 'nitrotetrazolium blue + NADH', 'resorufin + NADH', 'lipoamide + NADH', 'resazurin + NADH', '2,6-dimethoxy-1,4-benzoquinone + NADH', 'oxidized 2,6-dichlorophenolindophenol + NADH', 'ferrocenecarboxylic acid + NADH', 'menadione + NADH', 'sulfonated tetrazolium WST-1 + NADH'}","{'formazan derivative + NAD+', 'dihydrolipoamide + NAD+', '? + NAD+'}",,,,,,,"{'1-methoxyphenazinium methosulfate + NADH', 'iodonitrotetrazolium chloride + NADH', 'nitrotetrazolium blue + NADH', 'resorufin + NADH', 'lipoamide + NADH', 'resazurin + NADH', '2,6-dimethoxy-1,4-benzoquinone + NADH', 'oxidized 2,6-dichlorophenolindophenol + NADH', 'ferrocenecarboxylic acid + NADH', 'menadione + NADH', 'sulfonated tetrazolium WST-1 + NADH'}",reduction,"{'2,6-dimethoxy-1,4-benzoquinone', 'resazurin', 'nitrotetrazolium blue', 'oxidized 2,6-dichlorophenolindophenol', 'resorufin', 'menadione', 'sulfonated tetrazolium WST-1', 'lipoamide', 'iodonitrotetrazolium chloride', '1-methoxyphenazinium methosulfate', 'NADH', 'ferrocenecarboxylic acid'}",dihydrolipoyl dehydrogenase
4343,1.8.1.9,6.5,10,"mutant enzyme, 50% activity at pH 6.5",Mycobacterium leprae,P46843,394953,"{""5,5'-dithiobis(2-nitrobenzoic acid) + NADPH"", 'thioredoxin + NADP+'}","{'thioredoxin disulfide + NADPH', '2-nitro-5-thiobenzoate + NADP+'}",,,,,,,"{""5,5'-dithiobis(2-nitrobenzoic acid) + NADPH"", 'thioredoxin + NADP+'}",oxidation_or_reduction,"{'NADP+', 'thioredoxin', 'NADPH', ""5,5'-dithiobis(2-nitrobenzoic acid)""}",thioredoxin-disulfide reductase
883,1.8.3.2,5,8.5,more than 80% of maximum activity,Aspergillus oryzae,Q2U4P3,724056,"{'2 dithiothreitol + O2', '2 L-Cys + O2', '2 2-mercaptoethanol + O2', '2 D-Cys + O2', '2 glutathione + O2'}","{'dithiothreitol disulfide + H2O2', 'L-cystine + H2O2', '(ethyldisulfanyl)ethane + H2O2', 'D-cystine + H2O2', 'glutathione disulfide + H2O2'}",,,,,,,"{'2 dithiothreitol + O2', '2 L-Cys + O2', '2 2-mercaptoethanol + O2', '2 D-Cys + O2', '2 glutathione + O2'}",oxidation,"{'D-Cys', 'dithiothreitol', '2-mercaptoethanol', 'L-Cys', 'glutathione', 'O2'}",thiol oxidase
4345,1.8.3.2,5,11,"pH 5.0: about 40% of maximal activity, pH 11: about 70% of maximal activity",Gallus gallus,Q8JGM4,393064,"{'dithiothreitol + O2', 'GSH + O2 + O2', '2-mercaptoethanol + O2', 'L-Cys + O2'}","{'GSSG + H2O', '? + H2O'}",,,,,,,"{'dithiothreitol + O2', 'GSH + O2 + O2', '2-mercaptoethanol + O2', 'L-Cys + O2'}",oxidation,"{'dithiothreitol', '2-mercaptoethanol', 'L-Cys', 'GSH', 'O2'}",thiol oxidase
884,1.8.4.11,6,10,the enzyme has more than 60% of activity between pH 7.0 and pH 10.0,Pseudomonas monteilii,A0A6B9VRC3,764487,"{'protein-L-methionine (S)-sulfoxide + thioredoxin', 'L-methionine (R,S)-sulfoxide + thioredoxin', 'protein-L-methionine (S)-S-oxide + thioredoxin', 'Tyr-Gly-Gly-Phe-L-methionine-(S)-S-oxide + thioredoxin', 'L-methionine (S)-sulfoxide + 2 dithiothreitol', 'dabsyl-L-methionine (S)-sulfoxide + thioredoxin', 'calmodulin L-methionine-(S)-sulfoxide + thioredoxin', 'L-methionine (S)-sulfoxide + thioredoxin', 'L-methionine-(S)-S-oxide + thioredoxin', 'peptide-L-methionine (S)-S-oxide + thioredoxin', 'L-methionine (S)-sulfoxide + dithiothreitol', 'sulindac + thioredoxin', 'calmodulin-L-methionine (S)-sulfoxide + thioredoxin', 'peptide-L-methionine-(S)-S-oxide + thioredoxin'}","{'peptide-L-methionine + thioredoxin disulfide + H2O', 'sulindac sulfide + thioredoxin disulfide + H2O', '?', 'sulindac sulfide + thioredoxin disulfide', 'calmodulin L-methionine + thioredoxin disulfide', 'dabsyl-L-methionine + thioredoxin disulfide + H2O', 'L-methionine + dithiothreitol disulfide + H2O', 'protein-L-methionine + thioredoxin disulfide + H2O', 'L-methionine + thioredoxin disulfide', 'Tyr-Gly-Gly-Phe-L-methionine + thioredoxin disulfide + H2O', 'calmodulin-L-methionine + thioredoxin disulfide + H2O', 'L-methionine + thioredoxin disulfide + H2O'}",,,,,,,"{'protein-L-methionine (S)-sulfoxide + thioredoxin', 'L-methionine (R,S)-sulfoxide + thioredoxin', 'protein-L-methionine (S)-S-oxide + thioredoxin', 'Tyr-Gly-Gly-Phe-L-methionine-(S)-S-oxide + thioredoxin', 'L-methionine (S)-sulfoxide + 2 dithiothreitol', 'dabsyl-L-methionine (S)-sulfoxide + thioredoxin', 'calmodulin L-methionine-(S)-sulfoxide + thioredoxin', 'L-methionine (S)-sulfoxide + thioredoxin', 'L-methionine-(S)-S-oxide + thioredoxin', 'peptide-L-methionine (S)-S-oxide + thioredoxin', 'L-methionine (S)-sulfoxide + dithiothreitol', 'sulindac + thioredoxin', 'calmodulin-L-methionine (S)-sulfoxide + thioredoxin', 'peptide-L-methionine-(S)-S-oxide + thioredoxin'}",not_found,"{'peptide-L-methionine (S)-S-oxide', 'peptide-L-methionine-(S)-S-oxide', 'Tyr-Gly-Gly-Phe-L-methionine-(S)-S-oxide', 'dabsyl-L-methionine (S)-sulfoxide', 'L-methionine (S)-sulfoxide', 'L-methionine (R,S)-sulfoxide', 'calmodulin L-methionine-(S)-sulfoxide', 'dithiothreitol', 'calmodulin-L-methionine (S)-sulfoxide', 'protein-L-methionine (S)-sulfoxide', 'protein-L-methionine (S)-S-oxide', 'sulindac', 'L-methionine-(S)-S-oxide', 'thioredoxin'}",peptide-methionine (S)-S-oxide reductase
4349,1.8.4.2,6.2,10.2,"pH 6.2: about 10% of activity maximum, pH 10.2: about 20% of activity maximum",Bos taurus,Q5E936,394848,"{'2-mercaptoethanol + protein disulfide', 'GSH + protein disulfide', 'dithiothreitol + protein disulfide', 'L-cysteine + protein disulfide', 'GSH + vasotocin'}","{'GSSG + protein-dithiol', '2-mercaptoethanol disulfide + protein-dithiol', '?', 'cystine + protein-dithiol'}",,,,,,,"{'2-mercaptoethanol + protein disulfide', 'GSH + protein disulfide', 'dithiothreitol + protein disulfide', 'L-cysteine + protein disulfide', 'GSH + vasotocin'}",not_found,"{'2-mercaptoethanol', 'L-cysteine', 'protein disulfide', 'vasotocin', 'GSH', 'dithiothreitol'}",protein-disulfide reductase (glutathione)
887,1.8.5.1,5,7,"pH 5.0: about 25% of maximal activity, pH 7.0: about 65% of maximal activity",Sesamum indicum,A0S5Z5,687238,"{'glutathione + dehydroascorbate', '2 glutathione + dehydroascorbate'}","{'glutathione disulfide + ascorbate', 'GSSG + ascorbate'}",,,,,,,"{'glutathione + dehydroascorbate', '2 glutathione + dehydroascorbate'}",not_found,"{'dehydroascorbate', 'glutathione'}",glutathione dehydrogenase (ascorbate)
4138,1.2.1.5,6.2,6.7,"pH 6.2: about 80% of maximal activity, pH 6.7: about 80% of maximal activity",Rattus norvegicus,P11883,348786,"{'acetaldehyde + acetylpyridine adenine dinucleotide', 'acetaldehyde + thio-NADP+', 'formaldehyde + NAD+ + H2O', 'propanal + NAD+ + H2O', 'acetaldehyde + NAD+ + H2O', 'n-butanal + NAD+ + H2O', 'acetaldehyde + thio-NAD+ + H2O', 'acetaldehyde + NADP+ + H2O', 'acetaldehyde + deamino-NAD+ + H2O', 'formaldehyde + NADP+ + H2O', 'acetaldehyde + 3-pyridine aldehyde adenine dinucleotide phosphate'}","{'acetate + NADH + H+', 'butanoate + NADH + H+', 'acetate + thio-NADH + H+', 'acetate + NADPH + H+', 'acetate + ?', 'acetate + deamino-NADH + H+', 'formate + NADPH + H+', 'propionate + NADH + H+', 'formate + NADH + H+'}",,,,,,,"{'acetaldehyde + acetylpyridine adenine dinucleotide', 'acetaldehyde + thio-NADP+', 'formaldehyde + NAD+ + H2O', 'propanal + NAD+ + H2O', 'acetaldehyde + NAD+ + H2O', 'n-butanal + NAD+ + H2O', 'acetaldehyde + thio-NAD+ + H2O', 'acetaldehyde + NADP+ + H2O', 'acetaldehyde + deamino-NAD+ + H2O', 'formaldehyde + NADP+ + H2O', 'acetaldehyde + 3-pyridine aldehyde adenine dinucleotide phosphate'}",oxidation,"{'NADP+', 'thio-NADP+', 'H2O', 'deamino-NAD+', 'formaldehyde', 'n-butanal', 'propanal', 'acetylpyridine adenine dinucleotide', '3-pyridine aldehyde adenine dinucleotide phosphate', 'NAD+', 'thio-NAD+', 'acetaldehyde'}",aldehyde dehydrogenase [NAD(P)+]
4136,1.2.1.46,6.6,8.3,at pH 6.6 and 8.3 about 50% of activity maximum,Pseudomonas putida,P46154,288248,"{'pyruvaldehyde + NAD+ + H2O', 'formaldehyde + NAD+ + H2O', 'propionaldehyde + NAD+ + H2O'}","{'propionate + NADH', 'formate + NADH', 'formate + NADH + 2 H+', 'pyruvate + NADH'}",,,,,,,"{'pyruvaldehyde + NAD+ + H2O', 'formaldehyde + NAD+ + H2O', 'propionaldehyde + NAD+ + H2O'}",oxidation,"{'H2O', 'formaldehyde', 'propionaldehyde', 'pyruvaldehyde', 'NAD+'}",formaldehyde dehydrogenase
230,1.1.1.86,7,10,"pH 7.0: 87% of maximal activity, pH 10.0: 61% of maximal activity",Corynebacterium glutamicum,Q57179,763172,"{'(2S)-2-aceto-2-hydroxybutyrate + NADPH + H+', '2-aceto-2-hydroxybutyrate + NADPH', '(2S)-2-acetolactate + NADPH + H+', '(2S)-2-acetolactate + NADH + H+', '2-acetolactate + NADPH'}","{'(R)-2,3-dihydroxy-3-methylvalerate + NADP+', '(R)-2,3-dihydroxyisovalerate + NAD+', '(R)-2,3-dihydroxyisovalerate + NADP+', '2,3-dihydroxy-3-methylbutanoate + NADP+ + H+', '2,3-dihydroxyisovalerate + NADP+', '2,3-dihydroxy-3-methylvalerate + NADP+'}",,,,,,,"{'(2S)-2-aceto-2-hydroxybutyrate + NADPH + H+', '2-aceto-2-hydroxybutyrate + NADPH', '(2S)-2-acetolactate + NADPH + H+', '(2S)-2-acetolactate + NADH + H+', '2-acetolactate + NADPH'}",reduction,"{'2-acetolactate', '2-aceto-2-hydroxybutyrate', 'H+', 'NADH', '(2S)-2-acetolactate', '(2S)-2-aceto-2-hydroxybutyrate', 'NADPH'}",ketol-acid reductoisomerase (NADP+)
3902,1.1.1.90,7.5,10.5,"pH 7.5: about 15% of activity maximum, pH 10.5: about 20% of activity maximum",Pseudomonas putida,P39849,389581,"{'2-hydroxymethylthiophene + NAD+', '4-methylbenzyl alcohol + NAD+', '3-nitrobenzyl alcohol + NAD+', 'furfuryl alcohol + NAD+', '4-carboxybenzaldehyde + NAD+ + H2O', '3-aminobenzyl alcohol + NAD+', '3-nitrobenzaldehyde + NAD+ + H2O', '4-methylbenzaldehyde + NAD+ + H2O', 'benzyl alcohol + NAD+', '3-methylbenzaldehyde + NAD+ + H2O', '3,4-dimethylbenzyl alcohol + NAD+', '3-chlorobenzaldehyde + NAD+ + H2O', 'benzaldehyde + NAD+ + H2O', '4-aminobenzyl alcohol + NAD+', '3-chlorobenzyl alcohol + NAD+', 'pyridine 4-carboxyaldehyde + NAD+ + H2O', '3-methylbenzyl alcohol + NAD+', '4-methoxybenzaldehyde + NAD+ + H2O', '2-methylbenzyl alcohol + NAD+', '3-hydroxybenzyl alcohol + NAD+', '2-aminobenzyl alcohol + NAD+'}","{'4-methylbenzoate + NADH', '3-chlorobenzoate + NADH', '3-aminobenzaldehyde + NADH', '3-nitrobenzoate + NADH', '4-aminobenzaldehyde + NADH', '3-chlorobenzaldehyde + NADH', '4-carboxybenzoate + NADH', '2-aminobenzaldehyde + NADH', '4-methoxybenzoate + NADH + H+', '4-methylbenzaldehyde + NADH + H+', '3,4-dimethylbenzaldehyde + NADH + H+', 'benzoate + NADH + H+', 'furfural + NADH', '3-methylbenzoate + NADH', '3-hydroxybenzaldehyde + NADH', 'benzaldehyde + NADH', '3-nitrobenzaldehyde + NADH', '3-methylbenzaldehyde + NADH + H+', 'pyridine 4-carboxylate + NADH', '2-formylthiophene + NADH', '2-methylbenzaldehyde + NADH + H+'}",,,,,,,"{'2-hydroxymethylthiophene + NAD+', '4-methylbenzyl alcohol + NAD+', '3-nitrobenzyl alcohol + NAD+', 'furfuryl alcohol + NAD+', '4-carboxybenzaldehyde + NAD+ + H2O', '3-aminobenzyl alcohol + NAD+', '3-nitrobenzaldehyde + NAD+ + H2O', '4-methylbenzaldehyde + NAD+ + H2O', 'benzyl alcohol + NAD+', '3-methylbenzaldehyde + NAD+ + H2O', '3,4-dimethylbenzyl alcohol + NAD+', '3-chlorobenzaldehyde + NAD+ + H2O', 'benzaldehyde + NAD+ + H2O', '4-aminobenzyl alcohol + NAD+', '3-chlorobenzyl alcohol + NAD+', 'pyridine 4-carboxyaldehyde + NAD+ + H2O', '3-methylbenzyl alcohol + NAD+', '4-methoxybenzaldehyde + NAD+ + H2O', '2-methylbenzyl alcohol + NAD+', '3-hydroxybenzyl alcohol + NAD+', '2-aminobenzyl alcohol + NAD+'}",oxidation,"{'2-aminobenzyl alcohol', '3,4-dimethylbenzyl alcohol', '3-nitrobenzyl alcohol', '2-methylbenzyl alcohol', '3-methylbenzaldehyde', 'benzaldehyde', '3-chlorobenzyl alcohol', '3-aminobenzyl alcohol', '3-methylbenzyl alcohol', '4-aminobenzyl alcohol', 'benzyl alcohol', 'H2O', 'pyridine 4-carboxyaldehyde', '3-chlorobenzaldehyde', '4-methoxybenzaldehyde', 'furfuryl alcohol', '4-methylbenzaldehyde', '3-hydroxybenzyl alcohol', '4-methylbenzyl alcohol', '2-hydroxymethylthiophene', '3-nitrobenzaldehyde', '4-carboxybenzaldehyde', 'NAD+'}",aryl-alcohol dehydrogenase
241,1.1.1.91,4,10,"at pH 8.0 and 10.0 the enzyme retains 62% activity, while the enzyme retains 13% activity at pH 4.0",Taiwanofungus camphoratus,V9HZX4,737956,"{'2,4-dimethoxybenzyl alcohol + NADP+', 'benzyl alcohol + NAD+', 'benzyl alcohol + NADP+', 'veratraldehyde + NADPH + H+', '3,4-dimethoxybenzyl alcohol + NADP+', '4-(hydroxymethyl)benzoic acid + NAD+', 'benzaldehyde + NADPH + H+'}","{'?', '? + NADH + H+', 'benzyl alcohol + NADP+', 'veratraldehyde + NADPH + H+', '3,4-dimethoxybenzyl alcohol + NADP+', '2,4-dimethoxybenzyl aldehyde + NADPH + H+', 'benzaldehyde + NADPH + H+'}",,,,,,,"{'2,4-dimethoxybenzyl alcohol + NADP+', 'benzyl alcohol + NAD+', 'benzyl alcohol + NADP+', 'veratraldehyde + NADPH + H+', '3,4-dimethoxybenzyl alcohol + NADP+', '4-(hydroxymethyl)benzoic acid + NAD+', 'benzaldehyde + NADPH + H+'}",oxidation_or_reduction,"{'NADP+', 'benzyl alcohol', 'H+', '3,4-dimethoxybenzyl alcohol', 'benzaldehyde', 'veratraldehyde', '4-(hydroxymethyl)benzoic acid', 'NAD+', '2,4-dimethoxybenzyl alcohol', 'NADPH'}",aryl-alcohol dehydrogenase (NADP+)
245,1.1.1.B3,5.5,7,more than 80% of maximum activity within,Scheffersomyces stipitis,A3GF05,724568,"{'ethyl 4-chloro-3-oxobutanoate + NADH + H+', 'ethyl 2-chloro-3-oxobutanoate + NADH + H+', '2,3-pentanedione + NADH + H+', 'ethyl 3-oxobutanoate + NADH + H+', '2,3-butanedione + NADH + H+'}","{'ethyl 3-hydroxybutanoate + NAD+', 'ethyl 2-chloro-3-hydroxybutanoate + NAD+', '? + NAD+', 'ethyl (S)-4-chloro-3-hydroxybutanoate + NAD+'}",,,,,,,"{'ethyl 4-chloro-3-oxobutanoate + NADH + H+', 'ethyl 2-chloro-3-oxobutanoate + NADH + H+', '2,3-pentanedione + NADH + H+', 'ethyl 3-oxobutanoate + NADH + H+', '2,3-butanedione + NADH + H+'}",reduction,"{'ethyl 4-chloro-3-oxobutanoate', 'ethyl 2-chloro-3-oxobutanoate', 'H+', '2,3-pentanedione', 'ethyl 3-oxobutanoate', '2,3-butanedione', 'NADH'}",(S)-specific secondary alcohol dehydrogenase
3907,1.1.3.10,5.5,11,"pH 5.5: about 40% of maximal activity, pH 11: about 40% of maximal activity",Tricholoma matsutake,Q8J2V8,655049,"{'D-xylose + O2', 'D-glucose + O2', 'trehalose + O2', 'D-arabinose + O2', 'D-mannose + O2', 'D-maltose + O2', 'L-sorbose + O2', 'D-galactose + O2', '1,5-anhydro-D-glucitol + O2'}","{'D-glucosone + H2O2', '?'}",,,,,,,"{'D-xylose + O2', 'D-glucose + O2', 'trehalose + O2', 'D-arabinose + O2', 'D-mannose + O2', 'D-maltose + O2', 'L-sorbose + O2', 'D-galactose + O2', '1,5-anhydro-D-glucitol + O2'}",oxidation,"{'trehalose', 'D-maltose', 'D-mannose', 'D-xylose', 'L-sorbose', 'D-galactose', '1,5-anhydro-D-glucitol', 'D-glucose', 'D-arabinose', 'O2'}",pyranose oxidase
254,1.1.3.13,5.5,-,16% of maximal activity,Gloeophyllum trabeum,A8DPS4,684565,"{'1-butanol + O2', '1-propanol + O2', 'allylalcohol + O2', 'ethanol + O2', '2-methyl-1-propanol + O2', '3-methyl-1-butanol + O2', 'methanol + O2', 'benzyl alcohol + O2'}","{'n-butanal + H2O2', 'n-propanal + H2O2', 'acetaldehyde + H2O2', 'acrolein + H2O2', 'formaldehyde + H2O2', '3-methylbutanal + H2O2', 'butan-2-one + H2O2', 'benzaldehyde + H2O2'}",,,,,,,"{'1-butanol + O2', '1-propanol + O2', 'allylalcohol + O2', 'ethanol + O2', '2-methyl-1-propanol + O2', '3-methyl-1-butanol + O2', 'methanol + O2', 'benzyl alcohol + O2'}",oxidation,"{'benzyl alcohol', '1-butanol', 'ethanol', '1-propanol', 'allylalcohol', '3-methyl-1-butanol', '2-methyl-1-propanol', 'methanol', 'O2'}",alcohol oxidase
269,1.1.3.20,5,-,almost complete loss of activity,uncultured marine group II/III euryarchaeote KM3_72_H01,A0A075HNX4,762915,"{'D-glucose + O2', 'chitobiose + O2', '1-dodecanol + O2', '1-decanol + O2', 'D-glucosamine + O2', 'D-galactosamine + O2', 'D-mannose + O2', 'N-acetyl-D-galactosamine + O2', 'N-acetyl-beta-D-glucosamine + O2', 'D-galactose + O2', 'D-mannosamine + O2', 'N-acetyl-D-mannosamine + O2'}","{'decanal + H2O2', '?', 'N-acetyl-D-galactosaminolactone + H2O2', 'dodecanal + H2O2', 'N-acetyl-D-mannosaminolactone + H2O2', 'N-acetyl-D-glucosaminolactone + H2O2'}",,,,,,,"{'D-glucose + O2', 'chitobiose + O2', '1-dodecanol + O2', '1-decanol + O2', 'D-glucosamine + O2', 'D-galactosamine + O2', 'D-mannose + O2', 'N-acetyl-D-galactosamine + O2', 'N-acetyl-beta-D-glucosamine + O2', 'D-galactose + O2', 'D-mannosamine + O2', 'N-acetyl-D-mannosamine + O2'}",oxidation,"{'N-acetyl-beta-D-glucosamine', '1-dodecanol', 'D-mannosamine', 'D-mannose', 'chitobiose', 'D-glucosamine', 'D-galactose', 'N-acetyl-D-galactosamine', 'N-acetyl-D-mannosamine', 'D-glucose', 'D-galactosamine', '1-decanol', 'O2'}",long-chain-alcohol oxidase
3913,1.1.3.37,5,8,"pH 5.0: about 20% of maximal activity, pH 8.0: about 40% of maximal activity",Candida albicans,O93852,10663,"{'L-fucose + NAD+', 'L-fucose + NADP+', 'D-arabinose + NADP+', 'D-arabinono-1,4-lactone + O2', 'D-arabinose + NAD(P)+', 'D-arabinose + NAD+', 'L-xylose + NADP+', 'L-galactose + NADP+'}","{'L-galactono-1,4-lactone + NADPH + H+', '?', 'L-xylono-1,4-lactone + NADPH', 'L-fuconolactone + NADH', '6-deoxy-L-galactono-1,4-lactone + NADPH + H+', 'D-arabinono-1,4-lactone + NADH', 'D-arabinono-1,4-lactone + NADPH', 'L-galactono-1,5-lactone + NADPH + H+', 'D-arabino-1,4-lactone + NAD(P)H'}",,,,,,,"{'L-fucose + NAD+', 'L-fucose + NADP+', 'D-arabinose + NADP+', 'D-arabinono-1,4-lactone + O2', 'D-arabinose + NAD(P)+', 'D-arabinose + NAD+', 'L-xylose + NADP+', 'L-galactose + NADP+'}",oxidation,"{'NADP+', 'L-galactose', 'L-fucose', 'NAD(P)+', 'L-xylose', 'O2', 'D-arabinose', 'NAD+', 'D-arabinono-1,4-lactone'}","D-arabinono-1,4-lactone oxidase"
271,1.1.3.38,10,-,5% residual activity,Methylovorus sp. MP688,E4QP00,762649,"{'5-formylfuran-2-carboxylate + O2', '5-(hydroxymethyl)furfural + O2', 'furan-2,5-dicarbaldehyde + O2'}","{'5-formylfuran-2-carboxylate + H2O2', 'furan-2,5-dicarbaldehyde + H2O2', 'furan-2,5-dicarboxylate + H2O2'}",,,,,,,"{'5-formylfuran-2-carboxylate + O2', '5-(hydroxymethyl)furfural + O2', 'furan-2,5-dicarbaldehyde + O2'}",oxidation,"{'O2', '5-formylfuran-2-carboxylate', 'furan-2,5-dicarbaldehyde', '5-(hydroxymethyl)furfural'}",vanillyl-alcohol oxidase
270,1.1.3.38,9,10,more than 90% of maximum activity,Rhodococcus jostii,Q0SBK1,763010,"{'eugenol + O2 + H2O', 'vanillylamine + O2', '5-indanol + O2', '4-ethylguaiacol + O2'}","{'coniferyl alcohol + H2O2', '? + H2O2'}",,,,,,,"{'eugenol + O2 + H2O', 'vanillylamine + O2', '5-indanol + O2', '4-ethylguaiacol + O2'}",oxidation,"{'H2O', '4-ethylguaiacol', 'eugenol', 'vanillylamine', '5-indanol', 'O2'}",vanillyl-alcohol oxidase
229,1.1.1.79,5.5,9,approximately 10% of activity at pH 5.5 and 9,Arabidopsis thaliana,Q9LSV0,688090,"{'glyoxylate + NADH', 'glycolate + NADP+', 'glyoxylate + NADH + H+', 'glycolate + NAD+', 'glyoxylate + NADPH + H+'}","{'glycolate + NADP+', 'glyoxylate + NADH + H+', 'glycolate + NAD+', 'glyoxylate + NADPH + H+'}",,,,,,,"{'glyoxylate + NADH', 'glycolate + NADP+', 'glyoxylate + NADH + H+', 'glycolate + NAD+', 'glyoxylate + NADPH + H+'}",oxidation_or_reduction,"{'NADP+', 'H+', 'glyoxylate', 'glycolate', 'NADH', 'NAD+', 'NADPH'}",glyoxylate reductase (NADP+)
205,1.1.1.430,5,7,"pH 5.0: 81% of maximal activity, pH 7.0: about 65% of maximal activity",Candida parapsilosis,Q6Y0Z3,695731,"{'D-arabinose + NADPH + H+', 'D-erythrose + NADPH + H+', 'D-xylose + NADPH + H+', 'D-xylose + NADH + H+', 'D-ribose + NADPH + H+'}","{'D-arabinitol + NADP+', '?', 'xylitol + NAD+', 'xylitol + NADP+', 'D-erythritol + NADP+'}",,,,,,,"{'D-arabinose + NADPH + H+', 'D-erythrose + NADPH + H+', 'D-xylose + NADPH + H+', 'D-xylose + NADH + H+', 'D-ribose + NADPH + H+'}",reduction,"{'D-erythrose', 'H+', 'D-xylose', 'D-ribose', 'D-arabinose', 'NADH', 'NADPH'}",D-xylose reductase (NADH)
207,1.1.1.431,3.8,6.2,"50% of maximal activity at pH 3.8 and pH 6.2, sugar reduction",Saccharomyces cerevisiae,P38715,761007,"{'L-arabinose + NADPH + H+', 'D-galactose + NADPH + H+', 'D-xylose + NADPH + H+', 'D-fructose + NADPH + H+', 'D-glucose + NADPH + H+'}","{'arabitol + NADP+', 'sorbitol + NADP+', 'glucitol + NADP+', 'galactitol + NADP+', 'xylitol + NADP+'}",,,,,,,"{'L-arabinose + NADPH + H+', 'D-galactose + NADPH + H+', 'D-xylose + NADPH + H+', 'D-fructose + NADPH + H+', 'D-glucose + NADPH + H+'}",reduction,"{'D-fructose', 'H+', 'D-xylose', 'D-galactose', 'L-arabinose', 'D-glucose', 'NADPH'}",D-xylose reductase (NADPH)
210,1.1.1.44,6,9,about 70% of the activity remains at pH 6.0 and 9.0,Thermotoga maritima,Q9WYR9,748598,"{'6-phospho-D-gluconate + NADP+', '6-phospho-D-gluconate + NAD+'}","{'D-ribulose 5-phosphate + CO2 + NADH + H+', 'D-ribulose 5-phosphate + CO2 + NADPH + H+'}",,,,,,,"{'6-phospho-D-gluconate + NADP+', '6-phospho-D-gluconate + NAD+'}",oxidation,"{'NADP+', 'NAD+', '6-phospho-D-gluconate'}","phosphogluconate dehydrogenase (NADP+-dependent, decarboxylating)"
213,1.1.1.46,6,10,50% activity at pH 6.0 and 10.0,Haloferax volcanii,D4GP33,727442,"{'L-arabinose + NAD+', 'L-arabinose + NAD(P)+', 'L-arabinose + NADP+'}","{'L-arabinono-1,4-lactone + NAD(P)H + H+', 'L-arabinono-1,4-lactone + NADH + H+', 'L-arabinono-1,4-lactone + NADPH + H+'}",,,,,,,"{'L-arabinose + NAD+', 'L-arabinose + NAD(P)+', 'L-arabinose + NADP+'}",oxidation,"{'NADP+', 'NAD(P)+', 'NAD+', 'L-arabinose'}",L-arabinose 1-dehydrogenase
215,1.1.1.47,7,10,"pH 7.0: about 40% of maximal activity, pH 10.0: about 45% of maximal activity",Bacillus sp. (in: Bacteria),A0A068FPP9,763151,"{'beta-D-galactose + NAD+', 'D-xylose + NADP+', 'D-glucose + NAD+', 'D-maltose + NAD+', 'D-glucose + NADP+'}","{'?', 'D-glucono-1,5-lactone + NADPH + H+', 'D-xylono-1,5-lactone + NADPH + H+', 'D-glucono-1,5-lactone + NADH + H+', 'D-galactono-1,5-lactone + NADH'}",,,,,,,"{'beta-D-galactose + NAD+', 'D-xylose + NADP+', 'D-glucose + NAD+', 'D-maltose + NAD+', 'D-glucose + NADP+'}",oxidation,"{'beta-D-galactose', 'NADP+', 'D-glucose', 'D-maltose', 'D-xylose', 'NAD+'}",glucose 1-dehydrogenase [NAD(P)+]
